Materials,Predictions,Experiments,First ionization energy difference,Pauling electronegativity difference,Average lattice size,Lattice size difference,Fermi level difference
(CaSrYLaNd)B6,Single,Single,4.888217499,8.94914487,4.1512,0.780943179,25.3317878
(CaBaLaCeGd)B6,Single,Single,6.310772418,10.07840916,4.1662,1.434501544,27.85113106
(CaScLaCeGd)B6,Single,Single,6.431890962,10.40366531,4.125,0.821814606,21.09631423
(CaSrScNdGd)B6,Single,Single,6.087069811,12.9578798,4.132,1.056576958,16.61306002
(MgSrYSmEu)B6,Single,Single,12.40597813,10.21358581,4.1378,0.869409719,19.8499186
(BaScCeNdEu)B6,Single,Single,7.992264265,13.27306152,4.1542,1.630541571,24.99594699
(MgCaScLaYb)B6,Single,Single,10.67397397,11.69900151,4.125,0.796244629,30.1105371
(CaBaLaSmDy)B6,Single,Single,5.46435034,11.03719914,4.1618,1.5182543,26.47148347
(MgYCeSmDy)B6,Single,Single,12.3041399,5.219828732,4.1124,0.315780237,17.44105066
(CaBaCeEuHo)B6,Single,Single,5.748119461,11.67532684,4.1612,1.502414622,27.13024463
(BaYLaGdDy)B6,Single,Single,6.475699663,11.19991671,4.1494,1.670425245,22.23229002
(CaLaCeNdYb)B6,Single,Single,5.440149833,4.426024166,4.1418,0.361807092,27.97618119
(CaLaCeGdHo)B6,Single,Single,4.53531697,7.167595303,4.1288,0.686827044,20.32838918
(CaYCeSmYb)B6,Single,Single,5.059311581,6.583310272,4.1262,0.368951233,23.36934189
(LaCeSmEuDy)B6,Single,Single,2.478387915,3.93993912,4.1336,0.615371128,22.70059755
(CaCeEuGdDy)B6,Single,Single,4.101806368,7.106647406,4.127,0.582947967,22.81012947
(SrScSmEuYb)B6,Single,Single,6.283989899,11.56196155,4.1342,1.028439867,19.29421332
(CaScSmGdYb)B6,Single,Single,4.815767275,10.19970411,4.1138,0.627025453,17.64518132
(YLaSmEuYb)B6,Single,Single,5.081211653,4.314333678,4.1338,0.561602208,28.29378626
(CaNdSmEuTm)B6,Single,Single,4.597453169,7.312305447,4.1276,0.639633567,17.63466029
(CaBaSmHoYb)B6,Single,Single,6.452304869,11.24555285,4.1526,1.576072692,20.44664692
(MgCaLaNdEr)B6,Single,Single,12.40424632,9.339209558,4.13,0.677100797,24.95295358
(MgCaSrBaSc)B6,Single,Single,13.3030148,17.60903263,4.1624,1.726471429,14.08073824
(SrBaSmYbLu)B6,Single,Single,6.183308324,12.97924926,4.1596,1.724754164,21.15136645
(CaBaYLaYb)B6,Single,Single,7.004266004,10.424371,4.1648,1.453347131,31.49467688
(BaSmEuYbLu)B6,Single,Single,6.178972579,11.5466593,4.1502,1.655775007,21.67205247
(CaNdEuGdTm)B6,Single,Single,4.637490958,7.456660845,4.1244,0.682789397,17.99958142
(SrCeNdEuTm)B6,Single,Multiple,4.204818134,8.998467546,4.1406,0.9341946,23.92473679
(SrCeNdSmEr)B6,Single,Multiple,3.728845223,8.544631462,4.135,0.89355775,17.97146166
(ScYNdEuGd)B6,Multiple,Single,6.281782593,5.972440158,4.1134,0.686167447,14.97223228
(SrSmGdDyYb)B6,Multiple,Single,4.061236119,8.675269378,4.1286,0.914731212,19.6507381
(MgScNdEuDy)B6,Multiple,Single,12.36369329,6.331647808,4.1132,0.698798968,18.06872824
(MgCaYCeLu)B6,Multiple,Multiple,12.79645985,9.444365371,4.1146,0.62297165,21.64456423
(CaBaScSmHo)B6,Multiple,Multiple,7.704585712,14.75516106,4.142,1.76061368,17.18536945
(ScYLaCeTm)B6,Multiple,Multiple,6.595295137,7.787913381,4.1114,0.848800029,14.28569094
(SrScLaNdTm)B6,Multiple,Multiple,6.791660926,11.9576144,4.131,1.19506187,21.50752684
(MgSrLaNdLu)B6,Multiple,Multiple,14.07343204,11.1323999,4.1376,1.054770433,26.09499122
(MgScYSmTm)B6,Multiple,Multiple,10.3260121,5.289483128,4.0974,0.437836181,12.91552686
(ScYLaNdLu)B6,Multiple,Multiple,7.632220842,7.603176948,4.1104,0.879145782,13.80711011
(MgScYDyHo)B6,Multiple,Multiple,9.613571736,4.500108081,4.0946,0.324220716,13.124426
(BaScYCeNd)B6,Multiple,Multiple,8.582327139,13.37784844,4.1442,1.70491818,19.71016439
(BaYCeGdEr)B6,Multiple,Multiple,6.824093031,11.34245869,4.1412,1.688771341,19.39221476
(MgBaYHoEr)B6,Multiple,Multiple,12.61826822,12.51539388,4.1344,1.748499701,19.10201073
(CaScYGdYb)B6,Multiple,Multiple,2.540811572,10.28314045,4.1108,0.629742354,18.06032497
(CeNdEuGdHo)B6,Multiple,Multiple,4.446634557,3.495969488,4.123,0.55371829,18.80513958
(MgCaNdSmLu)B6,Multiple,Multiple,13.54354677,9.227625291,4.1178,0.612324097,16.34441359
(SrScYDyTm)B6,Multiple,Multiple,4.747865366,11.26696252,4.1106,1.131951305,13.71394136
(ScYSmEuDy)B6,Multiple,Multiple,5.775424005,5.31644067,4.1088,0.663388157,14.65280043
(MgScLaDyYb)B6,Multiple,Multiple,11.03499491,8.725996884,4.114,0.773566331,27.49098723
(CaSrScCeEr)B6,Multiple,Multiple,5.985659401,13.33407984,4.1288,1.113640662,22.00490687
(CaScNdDyHo)B6,Multiple,Multiple,5.512379109,9.942991232,4.1084,0.704879801,11.8953743
(MgLaNdDyEr)B6,Multiple,Multiple,12.58463278,6.190041676,4.119,0.697747408,20.48762153
(BaLaCeHoTm)B6,Multiple,Multiple,6.157299679,11.47414505,4.15,1.710809435,23.2262026
(MgSrLaErLu)B6,Multiple,Multiple,13.30410434,11.28226282,4.1284,1.164049832,26.09608099
(CaSrEuDyHo)B6,Multiple,Multiple,2.997902172,10.69939441,4.1382,0.992052977,19.36393877
(ScYNdDyEr)B6,Multiple,Multiple,5.605738111,5.734642442,4.0986,0.501828337,3.090951363
(MgBaSmHoEr)B6,Multiple,Multiple,13.44289395,12.49413448,4.1374,1.722583993,18.74571275
(SrCeSmGdTm)B6,Multiple,Multiple,4.624114734,9.053952107,4.1274,0.985184703,17.97661652
(MgLaNdHoYb)B6,Multiple,Multiple,12.42165653,6.983151418,4.1256,0.612740947,27.30570549
(BaYGdDyHo)B6,Multiple,Multiple,6.11650645,11.40295963,4.1342,1.743141858,15.71117673
(MgCaSmDyLu)B6,Multiple,Multiple,12.72395831,9.029703164,4.11,0.60895339,16.22274405
(SrLaSmHoTm)B6,Multiple,Multiple,4.056253337,9.512590675,4.1318,1.10575621,21.13342664
(ScLaGdDyHo)B6,Multiple,Multiple,5.271766149,6.795593942,4.1056,0.787841811,13.81066763
(MgYEuDyYb)B6,Multiple,Multiple,10.77590183,5.531636539,4.1178,0.499913346,21.41991484
(BaCeNdHoLu)B6,Multiple,Multiple,4.790977072,11.70017266,4.1422,1.731851213,19.41669802
(CaBaDyHoEr)B6,Multiple,Multiple,5.775436792,12.90571461,4.1404,1.750770353,18.23974246
(SrNdSmHoEr)B6,Multiple,Multiple,3.89354373,9.145251313,4.1266,0.993565836,13.79008858
(YLaEuDyYb)B6,Multiple,Multiple,4.646489827,4.794520548,4.129,0.673443305,28.28310834
(MgCeEuErTm)B6,Multiple,Multiple,12.04257801,5.130823029,4.1134,0.664285362,23.47990918
(SrYEuErYb)B6,Multiple,Multiple,4.254308428,9.405058902,4.1344,0.966596915,21.52300677
(ScLaEuHoYb)B6,Multiple,Multiple,6.068405966,8.04806063,4.1218,0.876015744,28.44174243
(MgScEuErLu)B6,Multiple,Multiple,12.48622915,4.338041537,4.1,0.738988166,17.55122959
(NdSmDyTmLu)B6,Multiple,Multiple,4.86910216,4.014862083,4.1008,0.547973933,0.953364856
(ScYGdDyLu)B6,Multiple,Multiple,6.180380731,4.611429759,4.0898,0.335042166,3.076564108
(MgSrDyErYb)B6,Multiple,Multiple,10.81933257,10.87508069,4.124,0.984134621,20.52742282
(CaSmEuDyTm)B6,Multiple,Multiple,3.750618881,7.530353913,4.1198,0.703733502,17.51699592
(ScYGdErYb)B6,Multiple,Multiple,2.55756986,6.808060999,4.0984,0.431703505,15.68115421
(MgSrDyTmYb)B6,Multiple,Multiple,10.72596007,10.96429284,4.1226,1.016415479,20.4574649
(SrScEuYbLu)B6,Multiple,Multiple,7.086336149,12.03283874,4.1254,1.183809359,19.47867147
(ScCeDyHoTm)B6,Multiple,Multiple,5.504220777,6.195530653,4.0944,0.510353962,9.91909707
(MgLaDyTmYb)B6,Multiple,Multiple,11.14124922,6.987485758,4.1158,0.718522781,27.30452196
(BaGdTmYbLu)B6,Multiple,Multiple,7.46599752,12.17635257,4.1324,1.812672431,20.7401646
(YSmGdHoEr)B6,Multiple,Multiple,3.357397799,2.047800932,4.101,0.268448846,0.972503073
(CaLaHoTmYb)B6,Multiple,Multiple,3.9686349,8.15579917,4.1228,0.801293738,26.5902854
(ScCeGdTmLu)B6,Multiple,Multiple,7.144366057,6.390842825,4.0928,0.558103657,9.914717218
(MgLaDyYbLu)B6,Multiple,Multiple,12.85770007,7.207249437,4.1146,0.754527115,27.30666979
(BaLaHoTmLu)B6,Multiple,Multiple,6.417796346,12.37301805,4.1384,1.867582464,22.41788534
(CeNdGdHoLu)B6,Multiple,Multiple,5.129979316,4.667928773,4.1072,0.565868292,8.639685464
(SrEuDyHoTm)B6,Multiple,Multiple,3.319105623,9.502182639,4.1244,1.116746496,18.87080798
(CeNdEuTmLu)B6,Multiple,Multiple,4.748577667,4.921049823,4.1154,0.765413842,18.83382992
(SrHoErYbLu)B6,Multiple,Multiple,5.085230587,10.29627534,4.116,1.107829096,19.36995633
(MgScYLaEu)B6,Multiple,Multiple,11.81554196,7.303815545,4.1216,0.839998561,26.94017114
(SmEuGdDyHo)B6,Multiple,Multiple,3.364360812,1.710237565,4.1124,0.556974547,14.87027939
(YLaErYbLu)B6,Multiple,Multiple,5.840885138,6.070826307,4.1118,0.784515596,22.49956062
(SrEuGdYbLu)B6,Multiple,Multiple,5.355205604,9.711849239,4.1316,1.048509128,21.43723133
(NdEuGdErTm)B6,Multiple,Multiple,4.626035731,3.215708031,4.112,0.676227482,14.98708379
(CeNdErTmYb)B6,Multiple,Multiple,5.436145019,5.351273792,4.1122,0.557807932,19.57258364
(LaSmErTmYb)B6,Multiple,Multiple,4.782173951,5.540164874,4.116,0.744883854,22.58913439
(LaEuHoTmLu)B6,Multiple,Multiple,4.898981339,4.931052526,4.1136,0.944464999,21.88800207
(CaSrYDyYb)B6,Multiple,Multiple,3.40668395,10.08258834,4.135,0.92038333,20.2828823
(BeMgCaSrLa)B6,Single,--,20.83260634,19.24645921,4.1446,0.928289515,34.99767947
(BeMgCaSrCe)B6,Single,--,20.95750916,19.06655839,4.1378,0.891434328,30.22029159
(BeMgCaYLa)B6,Single,--,19.48228644,15.77844787,4.1252,0.684513809,32.65392318
(BeMgCaYCe)B6,Single,--,19.6175373,15.50926224,4.1184,0.493955366,29.02232297
(BeMgCaYPr)B6,Single,--,19.85477482,15.38420909,4.1206,0.541264937,23.12852919
(BeMgCaYNd)B6,Single,--,19.66642735,15.26563231,4.1186,0.497499091,22.94392691
(BeMgCaYSm)B6,Single,--,19.25130733,14.94954789,4.1156,0.463215628,22.34073535
(BeMgCaYGd)B6,Single,--,17.72241872,14.69433246,4.1124,0.475663507,22.93733385
(BeMgCaYTb)B6,Single,--,18.30995012,15.77844787,4.1112,0.49309565,22.91064315
(BeMgCaYYb)B6,Single,--,17.45927655,15.77844787,4.1168,0.471865432,21.36780778
(BeMgCaLaCe)B6,Single,--,21.31924346,16.53219965,4.131,0.634025701,34.84187874
(BeMgCaLaPr)B6,Single,--,21.5347952,16.42705696,4.1332,0.646563732,32.69972259
(BeMgCaLaNd)B6,Single,--,21.36360033,16.32842737,4.1312,0.634438463,32.66260394
(BeMgCaLaSm)B6,Single,--,20.98808613,16.07208298,4.1282,0.643710847,32.56254535
(BeMgCaLaEu)B6,Single,--,20.90638754,15.87575739,4.1352,0.672503167,35.4527073
(BeMgCaLaGd)B6,Single,--,19.63168976,15.87575739,4.125,0.688245797,32.66133035
(BeMgCaLaTb)B6,Single,--,20.14718059,16.76179712,4.1238,0.713017148,32.65621215
(BeMgCaLaYb)B6,Single,--,19.40381577,16.76179712,4.1294,0.636044107,35.86505269
(BeMgCaCePr)B6,Single,--,21.65524649,16.18711459,4.1264,0.50801726,29.11811583
(BeMgCaCeNd)B6,Single,--,21.48509084,16.08507182,4.1244,0.475764624,29.0409201
(BeMgCaCeSm)B6,Single,--,21.11195852,15.81867577,4.1214,0.46256375,28.80612174
(BeMgCaCeEu)B6,Single,--,21.03079799,15.61270328,4.1284,0.555450088,30.65581861
(BeMgCaCeGd)B6,Single,--,19.76564258,15.61270328,4.1182,0.497500007,29.03820595
(BeMgCaCeTb)B6,Single,--,20.27698236,16.53219965,4.117,0.522083684,29.02724926
(BeMgCaCeDy)B6,Single,--,20.27698236,15.50926224,4.1166,0.531454178,28.9723986
(BeMgCaCeHo)B6,Single,--,20.06807805,15.46771969,4.1158,0.551784588,28.89164157
(BeMgCaCeEr)B6,Single,--,19.86208088,15.43295025,4.1152,0.568312013,28.90097139
(BeMgCaCeYb)B6,Single,--,19.53976857,16.53219965,4.1226,0.462429108,31.05763851
(BeMgCaPrNd)B6,Single,--,21.69886029,15.97307537,4.1266,0.509608469,23.17244294
(BeMgCaPrSm)B6,Single,--,21.32980571,15.70163038,4.1236,0.505112673,22.58892377
(BeMgCaPrEu)B6,Single,--,21.24956547,15.49077505,4.1306,0.57567865,21.43261121
(BeMgCaPrGd)B6,Single,--,20.00067603,15.49077505,4.1204,0.544978374,23.1660544
(BeMgCaPrYb)B6,Single,--,19.77819705,16.42705696,4.1248,0.501883503,21.8088541
(BeMgCaNdSm)B6,Single,--,21.15679432,15.59112551,4.1216,0.465585707,22.38971477
(BeMgCaNdEu)B6,Single,--,21.07582586,15.37535719,4.1286,0.556478437,21.08060773
(BeMgCaNdGd)B6,Single,--,19.81407096,15.37535719,4.1184,0.501065731,22.98241677
(BeMgCaNdYb)B6,Single,--,19.58890818,16.32842737,4.1228,0.465146736,21.45564729
(BeMgCaSmGd)B6,Single,--,19.40300124,15.06890839,4.1154,0.466287129,22.38259173
(BeMgCaSmTb)B6,Single,--,19.92580207,16.07208298,4.1142,0.488400664,22.35374949
(BeMgCaSmYb)B6,Single,--,19.17159701,16.07208298,4.1198,0.445302482,20.2452342
(BeMgCaGdTb)B6,Single,--,18.4720902,15.87575739,4.111,0.494940159,22.94930997
(BeMgCaGdYb)B6,Single,--,17.63286823,15.87575739,4.1166,0.475178207,21.44289801
(BeMgCaTbYb)B6,Single,--,18.22457023,16.76179712,4.1154,0.498596959,21.39118696
(BeMgCaDyYb)B6,Single,--,18.22457023,15.77844787,4.115,0.507659516,21.12612006
(BeMgSrLaCe)B6,Single,--,22.32932832,17.62482679,4.1412,0.932034416,35.76378126
(BeMgSrLaPr)B6,Single,--,22.53293593,17.52907158,4.1434,0.926297322,33.57688418
(BeMgSrLaEu)B6,Single,--,21.94067229,17.03618204,4.1454,0.931614952,36.17231502
(BeMgSrLaYb)B6,Single,--,20.54611974,17.83504797,4.1396,0.943741466,36.57620852
(BeMgScYNd)B6,Single,--,18.78212176,11.06164379,4.103,0.495665564,21.94467533
(BeMgScYSm)B6,Single,--,18.34024266,10.47804189,4.1,0.395994219,21.5213494
(BeMgScYGd)B6,Single,--,16.68967237,9.953041093,4.0968,0.330166733,21.93993495
(BeMgScYTb)B6,Single,--,17.32908224,11.91952305,4.0956,0.321926941,21.92076794
(BeMgScYDy)B6,Single,--,17.32908224,9.639137744,4.0952,0.321513588,21.8240411
(BeMgScYHo)B6,Single,--,17.07008888,9.493838271,4.0944,0.324236553,21.6790115
(BeMgScYEr)B6,Single,--,16.81174567,9.356673444,4.0938,0.329323358,21.69594223
(BeMgScYTm)B6,Single,--,16.59230064,9.227913908,4.0924,0.350579737,21.65099007
(BeMgScYLu)B6,Single,--,19.16573886,8.99665706,4.0912,0.377843447,21.61169641
(BeMgScCeSm)B6,Single,--,20.33283661,12.14154649,4.1058,0.51353187,26.75231321
(BeMgScCeLu)B6,Single,--,21.07187854,11.0074584,4.097,0.557659734,26.77923485
(BeMgScPrSm)B6,Single,--,20.56264697,11.94619265,4.108,0.588067538,21.70080908
(BeMgScPrLu)B6,Single,--,21.2933568,10.78043986,4.0992,0.645320481,21.78793496
(BeMgScNdSm)B6,Single,--,20.38017916,11.75671652,4.106,0.519843853,21.55654111
(BeMgScNdGd)B6,Single,--,18.94270846,11.31785274,4.1028,0.495545889,21.97229945
(BeMgScNdDy)B6,Single,--,19.49273539,11.06164379,4.1012,0.501462775,21.85715221
(BeMgScNdHo)B6,Single,--,19.26876095,10.94499077,4.1004,0.508906427,21.71309397
(BeMgScNdEr)B6,Single,--,19.04693252,10.83619724,4.0998,0.516361525,21.72990902
(BeMgScNdLu)B6,Single,--,21.11748203,10.55849003,4.0972,0.56535597,21.64624521
(BeMgScSmEu)B6,Single,--,19.89080888,10.75514226,4.11,0.66348005,21.73024537
(BeMgScSmGd)B6,Single,--,18.50546168,10.75514226,4.0998,0.39493038,21.55141618
(BeMgScSmTb)B6,Single,--,19.07021947,12.54908649,4.0986,0.393596737,21.530689
(BeMgScSmDy)B6,Single,--,19.07021947,10.47804189,4.0982,0.395084567,21.4259536
(BeMgScSmHo)B6,Single,--,18.84044161,10.3511086,4.0974,0.400908072,21.26846053
(BeMgScSmEr)B6,Single,--,18.61260576,10.23219599,4.0968,0.407686381,21.28687639
(BeMgScSmTm)B6,Single,--,18.4202505,10.12150123,4.0954,0.430914263,21.23796266
(BeMgScSmLu)B6,Single,--,20.73093689,9.925499673,4.0942,0.458093545,21.19515642
(BeMgScEuLu)B6,Single,--,20.64668615,9.347482433,4.1012,0.729442165,21.90548729
(BeMgScGdTb)B6,Single,--,17.50634295,12.14995139,4.0954,0.318965782,21.94852184
(BeMgScGdDy)B6,Single,--,17.50634295,9.953041093,4.095,0.318398164,21.85232915
(BeMgScGdHo)B6,Single,--,17.25081787,9.81522477,4.0942,0.320849238,21.70812997
(BeMgScGdEr)B6,Single,--,16.99612038,9.685524623,4.0936,0.325768675,21.7249618
(BeMgScGdTm)B6,Single,--,16.7799338,9.564181329,4.0922,0.346760604,21.68027343
(BeMgScGdLu)B6,Single,--,19.32256692,9.347482433,4.091,0.373919788,21.64121355
(BeMgScTbDy)B6,Single,--,18.10906729,11.91952305,4.0938,0.305642529,21.83282675
(BeMgScTbHo)B6,Single,--,17.86438968,11.81542082,4.093,0.30632647,21.68805575
(BeMgScTbEr)B6,Single,--,17.62105177,11.71889219,4.0924,0.310090745,21.70495569
(BeMgScTbTm)B6,Single,--,17.4149805,11.63004932,4.091,0.329040698,21.66008568
(BeMgScTbLu)B6,Single,--,19.86058988,11.47581317,4.0898,0.35513869,21.62086483
(BeMgScDyHo)B6,Single,--,17.86438968,9.493838271,4.0926,0.303851665,21.58667298
(BeMgScDyEr)B6,Single,--,17.62105177,9.356673444,4.092,0.307179988,21.60392248
(BeMgScDyTm)B6,Single,--,17.4149805,9.227913908,4.0906,0.325273503,21.55812008
(BeMgScDyLu)B6,Single,--,19.86058988,8.99665706,4.0894,0.350836923,21.51807275
(BeMgScHoEr)B6,Single,--,17.36769851,9.203813804,4.0912,0.305054375,21.45219404
(BeMgScHoTm)B6,Single,--,17.15768544,9.071280151,4.0898,0.321194423,21.40494031
(BeMgScHoLu)B6,Single,--,19.64135371,8.832567398,4.0886,0.345407297,21.36360624
(BeMgScErTm)B6,Single,--,16.90112827,8.922730934,4.0892,0.321241551,21.42284202
(BeMgScErLu)B6,Single,--,19.42441764,8.676474349,4.088,0.344208593,21.38166131
(BeMgScTmLu)B6,Single,--,19.24164752,8.528719116,4.0866,0.351077305,21.33371006
(BeMgYLaCe)B6,Single,--,21.11143234,13.48747394,4.1218,0.630306961,31.32304815
(BeMgYLaPr)B6,Single,--,21.32983665,13.33580385,4.124,0.661227693,29.94355805
(BeMgYLaNd)B6,Single,--,21.1563861,13.19087352,4.122,0.632439079,29.93751014
(BeMgYLaSm)B6,Single,--,20.77564612,12.79795964,4.119,0.61590854,29.94447387
(BeMgYLaYb)B6,Single,--,19.16349731,13.81043602,4.1202,0.618478303,34.50210482
(BeMgYCePr)B6,Single,--,21.45190453,12.99570459,4.1172,0.450324636,27.03261946
(BeMgYCeNd)B6,Single,--,21.27952295,12.84505551,4.1152,0.386181387,26.99725946
(BeMgYCeSm)B6,Single,--,20.90123457,12.43516152,4.1122,0.322393141,26.90704305
(BeMgYCeEu)B6,Single,--,20.81889857,12.09148205,4.1192,0.5245984,30.39217743
(BeMgYCeGd)B6,Single,--,19.53215724,12.09148205,4.109,0.320285887,26.99605864
(BeMgYCeTb)B6,Single,--,20.05307063,13.48747394,4.1078,0.338511968,26.99124227
(BeMgYCeDy)B6,Single,--,20.05307063,11.90093556,4.1074,0.346573689,26.96792192
(BeMgYCeHo)B6,Single,--,19.84042171,11.81757457,4.1066,0.365298137,26.93628545
(BeMgYCeEr)B6,Single,--,19.63051182,11.74227942,4.106,0.3813654,26.93975818
(BeMgYCeTm)B6,Single,--,19.45411492,11.67512672,4.1046,0.424390422,26.93067324
(BeMgYCeYb)B6,Single,--,19.30155232,13.48747394,4.1134,0.341944882,30.85401938
(BeMgYCeLu)B6,Single,--,21.61117217,11.56548167,4.1034,0.466124296,26.92309592
(BeMgYPrNd)B6,Single,--,21.49609396,12.68189352,4.1174,0.454527131,22.87127127
(BeMgYPrSm)B6,Single,--,21.12200105,12.26338554,4.1144,0.411492464,22.55416019
(BeMgYPrEu)B6,Single,--,21.04061242,11.9113245,4.1214,0.567498575,24.42133506
(BeMgYPrGd)B6,Single,--,19.77064601,11.9113245,4.1112,0.420006571,22.86764747
(BeMgYPrTb)B6,Single,--,20.28426872,13.33580385,4.11,0.437685778,22.85301008
(BeMgYPrDy)B6,Single,--,20.28426872,11.71543286,4.1096,0.445132571,22.77951887
(BeMgYPrHo)B6,Single,--,20.07450089,11.62949843,4.1088,0.462140224,22.67060035
(BeMgYPrEr)B6,Single,--,19.86756129,11.55170754,4.1082,0.476597566,22.68323127
(BeMgYPrTm)B6,Single,--,19.69376912,11.48214521,4.1068,0.515251297,22.64974707
(BeMgYPrYb)B6,Single,--,19.54354928,13.33580385,4.1156,0.42325613,24.88161465
(BeMgYPrLu)B6,Single,--,21.82426176,11.3679712,4.1056,0.55298382,22.62061671
(BeMgYNdSm)B6,Single,--,20.94668128,12.09828142,4.1124,0.330062825,22.43944624
(BeMgYNdEu)B6,Single,--,20.86454303,11.73773366,4.1194,0.527753682,24.231876
(BeMgYNdGd)B6,Single,--,19.58130933,11.73773366,4.1092,0.329170416,22.76210181
(BeMgYNdTb)B6,Single,--,20.10069682,13.19087352,4.108,0.347342921,22.74706733
(BeMgYNdDy)B6,Single,--,20.10069682,11.53640302,4.1076,0.355338636,22.67154189
(BeMgYNdHo)B6,Single,--,19.88865063,11.44784185,4.1068,0.373879375,22.55947107
(BeMgYNdEr)B6,Single,--,19.67936249,11.36749806,4.1062,0.389776417,22.57247674
(BeMgYNdTm)B6,Single,--,19.50351115,11.29546552,4.1048,0.432350235,22.53799338
(BeMgYNdYb)B6,Single,--,19.3514395,13.19087352,4.1136,0.348772976,24.69165935
(BeMgYNdLu)B6,Single,--,21.65501761,11.17663273,4.1036,0.473684251,22.50797847
(BeMgYSmEu)B6,Single,--,20.47778856,11.25846915,4.1164,0.498475834,23.61042212
(BeMgYSmGd)B6,Single,--,19.16389119,11.25846915,4.1062,0.203988034,22.43538999
(BeMgYSmTb)B6,Single,--,19.69664365,12.79795964,4.105,0.222735775,22.41899864
(BeMgYSmDy)B6,Single,--,19.69664365,11.04036001,4.1046,0.231947186,22.33651834
(BeMgYSmHo)B6,Single,--,19.47932324,10.94364261,4.1038,0.253891832,22.21365729
(BeMgYSmEr)B6,Single,--,19.2645877,10.85533625,4.1032,0.272870638,22.22794659
(BeMgYSmTm)B6,Single,--,19.08395078,10.77556323,4.1018,0.32321056,22.19004043
(BeMgYSmYb)B6,Single,--,18.92756775,12.79795964,4.1106,0.265870211,24.06808497
(BeMgYSmLu)B6,Single,--,21.28391335,10.64202608,4.1006,0.3709982,22.15699406
(BeMgYEuGd)B6,Single,--,19.07266311,10.84588107,4.1132,0.513069002,24.22510382
(BeMgYEuTb)B6,Single,--,19.60846461,12.47066871,4.112,0.530356404,24.19768388
(BeMgYEuDy)B6,Single,--,19.60846461,10.61057089,4.1116,0.537410096,24.05835077
(BeMgYEuHo)B6,Single,--,19.38994252,10.50540452,4.1108,0.553311983,23.84617794
(BeMgYEuEr)B6,Single,--,19.17396372,10.40879047,4.1102,0.566710072,23.87116431
(BeMgYEuTm)B6,Single,--,18.99223275,10.3208817,4.1088,0.602364425,23.80468985
(BeMgYEuYb)B6,Single,--,18.83486255,12.47066871,4.1176,0.505382095,22.09331178
(BeMgYEuLu)B6,Single,--,21.20319889,10.17171047,4.1076,0.637191275,23.74622185
(BeMgYGdTb)B6,Single,--,18.21661555,12.47066871,4.1018,0.144148866,22.74332775
(BeMgYGdDy)B6,Single,--,18.21661555,10.61057089,4.1014,0.153121553,22.6677289
(BeMgYGdHo)B6,Single,--,17.97610565,10.50540452,4.1006,0.176260167,22.55554427
(BeMgYGdEr)B6,Single,--,17.73723511,10.40879047,4.1,0.196942724,22.56856348
(BeMgYGdTm)B6,Single,--,17.53523466,10.3208817,4.0986,0.2519559,22.53404404
(BeMgYGdYb)B6,Single,--,17.35947048,12.47066871,4.1074,0.251416091,24.68486828
(BeMgYGdLu)B6,Single,--,19.94512658,10.17171047,4.0974,0.303495711,22.50399719
(BeMgYTbDy)B6,Single,--,18.7836078,12.2904994,4.1002,0.156850253,22.65232421
(BeMgYTbHo)B6,Single,--,18.55282638,12.21211224,4.0994,0.176311763,22.53967802
(BeMgYTbEr)B6,Single,--,18.32411842,12.14162596,4.0988,0.194812772,22.55275211
(BeMgYTbTm)B6,Single,--,18.13114626,12.07910151,4.0974,0.246292299,22.51808634
(BeMgYTbYb)B6,Single,--,17.96359991,13.81043602,4.1062,0.270048537,24.65737104
(BeMgYTbLu)B6,Single,--,20.45359032,11.97811238,4.0962,0.29595005,22.48790993
(BeMgYDyHo)B6,Single,--,18.55282638,10.25290589,4.099,0.180597761,22.45988991
(BeMgYDyEr)B6,Single,--,18.32411842,10.15065355,4.0984,0.197984216,22.47324533
(BeMgYDyTm)B6,Single,--,18.13114626,10.05718632,4.097,0.247474579,22.43782943
(BeMgYDyYb)B6,Single,--,17.96359991,12.2904994,4.1058,0.278722188,24.51762347
(BeMgYDyLu)B6,Single,--,20.45359032,9.897222373,4.0958,0.295978953,22.40698881
(BeMgYHoEr)B6,Single,--,18.08555161,10.03412464,4.0976,0.20970862,22.35500005
(BeMgYHoTm)B6,Single,--,17.88905448,9.937861838,4.0962,0.254362898,22.31842008
(BeMgYHoYb)B6,Single,--,17.71830446,12.21211224,4.105,0.299148968,24.30474468
(BeMgYHoLu)B6,Single,--,20.24586317,9.772433634,4.095,0.299879491,22.28654853
(BeMgYErTm)B6,Single,--,17.6485261,9.827177456,4.0956,0.263245082,22.33229862
(BeMgYErYb)B6,Single,--,17.47441382,12.14162596,4.1044,0.316770743,24.32981919
(BeMgYErLu)B6,Single,--,20.04102473,9.656262268,4.0944,0.30606585,22.30054974
(BeMgYTmYb)B6,Single,--,17.26793515,12.07910151,4.103,0.363794456,24.26310712
(BeMgYTmLu)B6,Single,--,19.86907279,9.548930894,4.093,0.330328733,22.26341184
(BeMgYYbLu)B6,Single,--,19.72050617,11.97811238,4.1018,0.408937273,24.20442172
(BeMgLaCePr)B6,Single,--,22.97544336,14.34420906,4.1298,0.615518365,31.29249229
(BeMgLaCeNd)B6,Single,--,22.81730009,14.22044266,4.1278,0.596057578,31.31655403
