Materials,Predictions,Experiments,First ionization energy difference,Pauling electronegativity difference,Average lattice size,Lattice size difference,Fermi level difference
(BeScGdHoYb)B6,Multiple,--,18.11770005,12.53200907,4.097,0.421349195,23.1831163
(BeScGdErYb)B6,Multiple,--,17.90926757,12.45715096,4.0964,0.427476304,23.20009224
(BeScGdTmYb)B6,Multiple,--,17.73536159,12.38996686,4.095,0.448956686,23.15500943
(BeScGdYbLu)B6,Multiple,--,19.91174649,12.27881227,4.0938,0.474516491,23.11557285
(BeScTbDyYb)B6,Multiple,--,18.825312,14.01486328,4.0966,0.411546618,23.30880681
(BeScTbHoYb)B6,Multiple,--,18.62181149,13.95213242,4.0958,0.415317763,23.16297647
(BeScTbErYb)B6,Multiple,--,18.42274714,13.89657518,4.0952,0.420514688,23.18001897
(BeScTbTmYb)B6,Multiple,--,18.25713527,13.84820853,4.0938,0.440069101,23.13475863
(BeScTbYbLu)B6,Multiple,--,20.35221567,13.77306304,4.0926,0.464278273,23.09516468
(BeScDyHoYb)B6,Multiple,--,18.62181149,12.33216853,4.0954,0.415128594,23.06118349
(BeScDyErYb)B6,Multiple,--,18.42274714,12.25324829,4.0948,0.419988138,23.07856768
(BeScDyTmYb)B6,Multiple,--,18.25713527,12.18205101,4.0934,0.438808387,23.03239595
(BeScHoErYb)B6,Multiple,--,18.21203915,12.16260639,4.094,0.421657951,22.92593737
(BeScHoTmYb)B6,Multiple,--,18.04318171,12.08939623,4.0926,0.438894163,22.87834691
(BeScErTmYb)B6,Multiple,--,17.83322858,12.00441223,4.092,0.441238272,22.89636866
(BeScTmYbLu)B6,Multiple,--,19.84741037,11.79630154,4.0894,0.47280634,22.80658634
(BeYLaCeGd)B6,Multiple,--,21.47634377,13.70558636,4.1202,0.65114177,26.15569003
(BeYLaCeTb)B6,Multiple,--,21.8417176,14.69718122,4.119,0.672278558,26.16294445
(BeYLaCeDy)B6,Multiple,--,21.8417176,13.5973153,4.1186,0.680293432,26.20131377
(BeYLaCeHo)B6,Multiple,--,21.68918754,13.55469901,4.1178,0.697680299,26.26480663
(BeYLaCeEr)B6,Multiple,--,21.54307575,13.51976331,4.1172,0.711843471,26.2569985
(BeYLaCeTm)B6,Multiple,--,21.42426466,13.49249356,4.1158,0.748304127,26.27797321
(BeYLaCeLu)B6,Multiple,--,23.05599417,13.4608307,4.1146,0.782956404,26.29696331
(BeYLaPrGd)B6,Multiple,--,21.66830421,13.57164604,4.1224,0.684153548,25.39673067
(BeYLaPrTb)B6,Multiple,--,22.02817317,14.58373381,4.1212,0.706500981,25.40043733
(BeYLaPrDy)B6,Multiple,--,22.02817317,13.45963051,4.1208,0.714855523,25.42074388
(BeYLaPrHo)B6,Multiple,--,21.87782931,13.41521524,4.12,0.732832873,25.45660986
(BeYLaPrEr)B6,Multiple,--,21.73395657,13.37853464,4.1194,0.74736637,25.45206333
(BeYLaPrTm)B6,Multiple,--,21.61709679,13.34957764,4.118,0.784477863,25.46435572
(BeYLaPrLu)B6,Multiple,--,23.22838288,13.31472605,4.1168,0.819486664,25.47569551
(BeYLaNdGd)B6,Multiple,--,21.51571619,13.44487422,4.1204,0.653494001,25.41875482
(BeYLaNdTb)B6,Multiple,--,21.87993916,14.47746018,4.1192,0.674766061,25.42232997
(BeYLaNdDy)B6,Multiple,--,21.87993916,13.32906598,4.1188,0.682820508,25.44196439
(BeYLaNdHo)B6,Multiple,--,21.72786589,13.28282205,4.118,0.70027867,25.47679398
(BeYLaNdEr)B6,Multiple,--,21.58222229,13.24436331,4.1174,0.714488794,25.47237034
(BeYLaNdTm)B6,Multiple,--,21.46381953,13.21368244,4.116,0.751039371,25.48433527
(BeYLaNdLu)B6,Multiple,--,23.09128374,13.17555935,4.1148,0.785749671,25.49538564
(BeYLaSmGd)B6,Multiple,--,21.18469928,13.10877843,4.1174,0.63307111,25.52378155
(BeYLaSmTb)B6,Multiple,--,21.55897894,14.2024581,4.1162,0.65177453,25.5269124
(BeYLaSmDy)B6,Multiple,--,21.55897894,12.98136989,4.1158,0.65904311,25.54427472
(BeYLaSmHo)B6,Multiple,--,21.40291864,12.92949164,4.115,0.675034967,25.57559578
(BeYLaSmEr)B6,Multiple,--,21.25318233,12.88552619,4.1144,0.688235939,25.5715885
(BeYLaSmTm)B6,Multiple,--,21.13120468,12.84947816,4.113,0.722718454,25.58244378
(BeYLaSmLu)B6,Multiple,--,22.79578667,12.80108346,4.1118,0.755949083,25.59251293
(BeYLaEuGd)B6,Multiple,--,21.1134174,12.84122131,4.1244,0.726505149,30.85938396
(BeYLaEuTb)B6,Multiple,--,21.48998387,13.99444771,4.1232,0.749476792,30.85859866
(BeYLaEuDy)B6,Multiple,--,21.48998387,12.70203798,4.1228,0.757979043,30.85577507
(BeYLaEuHo)B6,Multiple,--,21.33301841,12.64437533,4.122,0.776170533,30.85539576
(BeYLaEuEr)B6,Multiple,--,21.18235098,12.5947118,4.1214,0.790799815,30.85518448
(BeYLaEuTm)B6,Multiple,--,21.05955828,12.55306483,4.12,0.82795101,30.8559025
(BeYLaEuLu)B6,Multiple,--,22.73253216,12.49381794,4.1188,0.862827729,30.85695258
(BeYLaGdTb)B6,Multiple,--,20.46649869,13.99444771,4.113,0.662639374,25.42319272
(BeYLaGdDy)B6,Multiple,--,20.46649869,12.70203798,4.1126,0.668672328,25.44280296
(BeYLaGdHo)B6,Multiple,--,20.29317869,12.64437533,4.1118,0.682251261,25.47759524
(BeYLaGdEr)B6,Multiple,--,20.12555729,12.5947118,4.1112,0.693701767,25.47317602
(BeYLaGdTm)B6,Multiple,--,19.98781015,12.55306483,4.1098,0.724328183,25.48512916
(BeYLaGdYb)B6,Multiple,--,19.87135978,13.99444771,4.1186,0.637342093,31.37261676
(BeYLaGdLu)B6,Multiple,--,21.81016561,12.49381794,4.1086,0.754530622,25.49616911
(BeYLaTbDy)B6,Multiple,--,20.86629847,13.89349733,4.1114,0.681484781,25.44625613
(BeYLaTbHo)B6,Multiple,--,20.70016777,13.85437976,4.1106,0.694007714,25.48089715
(BeYLaTbEr)B6,Multiple,--,20.54003025,13.82282513,4.11,0.704672606,25.47649587
(BeYLaTbTm)B6,Multiple,--,20.40891148,13.79881211,4.1086,0.733510695,25.4884012
(BeYLaTbYb)B6,Multiple,--,20.2984802,14.94523514,4.1174,0.657209246,31.37173578
(BeYLaTbLu)B6,Multiple,--,22.16613008,13.77326632,4.1074,0.762253121,25.49939889
(BeYLaDyHo)B6,Multiple,--,20.70016777,12.49346773,4.1102,0.69897035,25.49913453
(BeYLaDyEr)B6,Multiple,--,20.54003025,12.43994813,4.1096,0.709363816,25.49482501
(BeYLaDyTm)B6,Multiple,--,20.40891148,12.39448564,4.1082,0.737577408,25.50648582
(BeYLaDyYb)B6,Multiple,--,20.2984802,13.89349733,4.117,0.664841342,31.36840944
(BeYLaDyLu)B6,Multiple,--,22.16613008,12.32776307,4.107,0.765803507,25.51726736
(BeYLaHoEr)B6,Multiple,--,20.36814088,12.3745235,4.1088,0.72024052,25.52763997
(BeYLaHoTm)B6,Multiple,--,20.23442857,12.32713999,4.1074,0.747173683,25.5389231
(BeYLaHoYb)B6,Multiple,--,20.12164654,13.85437976,4.1162,0.68152197,31.36720871
(BeYLaHoLu)B6,Multiple,--,22.01733876,12.25662864,4.1062,0.77433143,25.54937069
(BeYLaErTm)B6,Multiple,--,20.06559177,12.26783193,4.1068,0.755615,25.53478331
(BeYLaErYb)B6,Multiple,--,19.9503486,13.82282513,4.1156,0.695205696,31.36709781
(BeYLaErLu)B6,Multiple,--,21.87505349,12.19350813,4.1056,0.78194618,25.54527053
(BeYLaTmYb)B6,Multiple,--,19.80932869,13.79881211,4.1142,0.73070345,31.36754656
(BeYLaTmLu)B6,Multiple,--,21.75957494,12.13844846,4.1042,0.803596481,25.55637336
(BeYLaYbLu)B6,Multiple,--,21.66320403,13.77326632,4.113,0.764686361,31.36835384
(BeYCeEuTm)B6,Multiple,--,21.17019208,12.19339369,4.1132,0.647520497,27.86981056
(BeYPrTbEr)B6,Multiple,--,20.85636119,13.37853464,4.1054,0.486578301,19.74791766
(BeYPrTbTm)B6,Multiple,--,20.72861707,13.34957764,4.104,0.520097188,19.73380359
(BeYPrTmYb)B6,Multiple,--,20.14385099,13.34957764,4.1096,0.545542979,24.14821306
(BeYEuGdTm)B6,Multiple,--,19.70660229,11.0390513,4.1072,0.604171014,23.48812775
(BeYEuTbHo)B6,Multiple,--,20.43474512,12.64437533,4.108,0.569641059,23.49391759
(BeYEuTbEr)B6,Multiple,--,20.27107357,12.5947118,4.1074,0.580974387,23.50715412
(BeYEuTbTm)B6,Multiple,--,20.13686635,12.55306483,4.106,0.612071441,23.47204862
(BeYEuTbLu)B6,Multiple,--,21.92602474,12.49381794,4.1048,0.643334016,23.44146506
(BeYEuErTm)B6,Multiple,--,19.78618656,10.65373802,4.1042,0.633947054,23.28453577
(BeYEuErYb)B6,Multiple,--,19.66806788,12.5947118,4.113,0.584730076,25.04956978
(BeYEuTmYb)B6,Multiple,--,19.52374045,12.55306483,4.1116,0.623046545,24.98171922
(BeYEuYbLu)B6,Multiple,--,21.41175083,12.49381794,4.1104,0.659765401,24.92201175
(BeLaCePrEr)B6,Multiple,--,23.06291958,14.27648758,4.1252,0.728755002,26.19877044
(BeLaCePrTm)B6,Multiple,--,22.96494771,14.26440242,4.1238,0.77285489,26.22007144
(BeLaCePrLu)B6,Multiple,--,24.38818125,14.26229949,4.1226,0.81331413,26.23935008
(BeLaCeNdEr)B6,Multiple,--,22.92532706,14.16275674,4.1232,0.704824275,26.24496431
(BeLaCeNdTm)B6,Multiple,--,22.82596468,14.1490953,4.1218,0.748159526,26.2660039
(BeLaCeNdLu)B6,Multiple,--,24.26371607,14.14397501,4.1206,0.788118753,26.28505138
(BeLaCeSmEr)B6,Multiple,--,22.62879686,13.86534019,4.1202,0.693206945,26.43002152
(BeLaCeSmTm)B6,Multiple,--,22.52621001,13.84675866,4.1188,0.73391433,26.45017241
(BeLaCeSmLu)B6,Multiple,--,23.99728297,13.83214159,4.1176,0.771912591,26.46843362
(BeLaCeEuEr)B6,Multiple,--,22.56532811,13.63515928,4.1272,0.764270851,32.30959319
(BeLaCeEuTm)B6,Multiple,--,22.46200551,13.61142139,4.1258,0.808450715,32.32113262
(BeLaCeEuLu)B6,Multiple,--,23.94061536,13.58672919,4.1246,0.848858021,32.3317323
(BeLaCeGdTb)B6,Multiple,--,21.93483946,14.76372203,4.1188,0.675006269,26.15237546
(BeLaCeGdDy)B6,Multiple,--,21.93483946,13.70558636,4.1184,0.682921361,26.19085826
(BeLaCeGdHo)B6,Multiple,--,21.78437749,13.66654054,4.1176,0.700110851,26.25452642
(BeLaCeGdEr)B6,Multiple,--,21.64043258,13.63515928,4.117,0.714128741,26.24669748
(BeLaCeGdTm)B6,Multiple,--,21.52355346,13.61142139,4.1156,0.750262993,26.26772765
(BeLaCeGdLu)B6,Multiple,--,23.1367556,13.58672919,4.1144,0.78465249,26.2867668
(BeLaCeTbDy)B6,Multiple,--,22.27830044,14.69718122,4.1172,0.701323778,26.19804142
(BeLaCeTbHo)B6,Multiple,--,22.1343456,14.6749857,4.1164,0.717299992,26.26158885
(BeLaCeTbEr)B6,Multiple,--,21.99718771,14.66012525,4.1158,0.730419392,26.25377424
(BeLaCeTbTm)B6,Multiple,--,21.88633305,14.65255057,4.1144,0.76451889,26.27476621
(BeLaCeTbLu)B6,Multiple,--,23.44071584,14.65901001,4.1132,0.797254744,26.29377158
(BeLaCeDyHo)B6,Multiple,--,22.1343456,13.55469901,4.116,0.723987581,26.29897586
(BeLaCeDyEr)B6,Multiple,--,21.99718771,13.51976331,4.1154,0.736800045,26.2912346
(BeLaCeDyTm)B6,Multiple,--,21.88633305,13.49249356,4.114,0.770198324,26.31203109
(BeLaCeDyLu)B6,Multiple,--,23.44071584,13.4608307,4.1128,0.802358343,26.33086355
(BeLaCeHoEr)B6,Multiple,--,21.84802336,13.47356734,4.1146,0.750917442,26.35332241
(BeLaCeHoTm)B6,Multiple,--,21.73481509,13.44451255,4.1132,0.782890774,26.37381651
(BeLaCeHoYb)B6,Multiple,--,21.64057543,14.6749857,4.122,0.677546824,32.83050246
(BeLaCeHoLu)B6,Multiple,--,23.31236525,13.40930549,4.112,0.813871621,26.39238146
(BeLaCeErTm)B6,Multiple,--,21.58976436,13.40420096,4.1126,0.793535734,26.36621114
(BeLaCeErYb)B6,Multiple,--,21.49328169,14.66012525,4.1214,0.694227341,32.82632821
(BeLaCeErLu)B6,Multiple,--,23.19130013,13.36541869,4.1114,0.823614175,26.38480786
(BeLaCeTmYb)B6,Multiple,--,21.373415,14.65255057,4.12,0.736201499,32.83759924
(BeLaCeTmLu)B6,Multiple,--,23.09457242,13.32917189,4.11,0.84984181,26.40515742
(BeLaCeYbLu)B6,Multiple,--,23.01519843,14.65901001,4.1188,0.775163098,32.84795775
(BeLaPrNdEr)B6,Multiple,--,23.09796131,14.03762485,4.1254,0.730040839,25.44612759
(BeLaPrNdTm)B6,Multiple,--,23.00035356,14.02239378,4.124,0.774276818,25.45850052
(BeLaPrNdLu)B6,Multiple,--,24.41980401,14.01428839,4.1228,0.814835721,25.46991149
(BeLaPrSmTb)B6,Multiple,--,23.06326823,14.81419911,4.1242,0.677428444,25.50249116
(BeLaPrSmEr)B6,Multiple,--,22.80466625,13.73393691,4.1224,0.724262383,25.54918662
(BeLaPrSmTm)B6,Multiple,--,22.70386861,13.71374155,4.121,0.765666824,25.56045892
(BeLaPrSmLu)B6,Multiple,--,24.15625154,13.6960645,4.1198,0.804078462,25.57089663
(BeLaPrEuTm)B6,Multiple,--,22.64039833,13.47234204,4.128,0.826346454,30.86745221
(BeLaPrEuLu)B6,Multiple,--,24.10023094,13.44451255,4.1268,0.86767621,30.86892378
(BeLaPrGdTb)B6,Multiple,--,22.11966013,14.65357376,4.121,0.709462822,25.39501507
(BeLaPrGdDy)B6,Multiple,--,22.11966013,13.57164604,4.1206,0.717718613,25.4154628
(BeLaPrGdHo)B6,Multiple,--,21.97136416,13.53083365,4.1198,0.735500633,25.45154658
(BeLaPrGdEr)B6,Multiple,--,21.82963765,13.49773826,4.1192,0.74989028,25.44697421
(BeLaPrGdTm)B6,Multiple,--,21.71469193,13.47234204,4.1178,0.786677997,25.45933544
(BeLaPrGdLu)B6,Multiple,--,23.30763762,13.44451255,4.1166,0.821425197,25.47073608
(BeLaPrTbDy)B6,Multiple,--,22.45783434,14.58373381,4.1194,0.737364415,25.41908082
(BeLaPrTbHo)B6,Multiple,--,22.31597865,14.55994306,4.1186,0.753950714,25.45501458
(BeLaPrTbEr)B6,Multiple,--,22.18097119,14.5435271,4.118,0.767455008,25.45046001
(BeLaPrTbTm)B6,Multiple,--,22.07199133,14.53443901,4.1166,0.802235805,25.46277383
(BeLaPrTbLu)B6,Multiple,--,23.60674226,14.53800621,4.1154,0.835347715,25.47413255
(BeLaPrDyHo)B6,Multiple,--,22.31597865,13.41521524,4.1182,0.760998301,25.47410081
(BeLaPrDyEr)B6,Multiple,--,22.18097119,13.37853464,4.1176,0.774201462,25.46963724
(BeLaPrDyTm)B6,Multiple,--,22.07199133,13.34957764,4.1162,0.808294262,25.48170855
(BeLaPrDyLu)B6,Multiple,--,23.60674226,13.31472605,4.115,0.840840292,25.49285289
(BeLaPrHoEr)B6,Multiple,--,22.03395989,13.33050953,4.1168,0.788965891,25.50375994
(BeLaPrHoTm)B6,Multiple,--,21.92264976,13.29975351,4.1154,0.821664715,25.51545665
(BeLaPrHoYb)B6,Multiple,--,21.83010863,14.55994306,4.1242,0.705987063,31.37925291
(BeLaPrHoLu)B6,Multiple,--,23.48031706,13.26133243,4.1142,0.853056209,25.52626975
(BeLaPrErTm)B6,Multiple,--,21.77982803,13.25765452,4.1148,0.832750514,25.51116142
(BeLaPrErYb)B6,Multiple,--,21.68506495,14.5435271,4.1236,0.723076288,31.37896315
(BeLaPrErLu)B6,Multiple,--,23.36122774,13.21563343,4.1136,0.863261499,25.52201384
(BeLaPrTmYb)B6,Multiple,--,21.56715914,14.53443901,4.1222,0.765812881,31.37988852
(BeLaPrTmLu)B6,Multiple,--,23.266226,13.17763469,4.1122,0.890366681,25.5335317
(BeLaPrYbLu)B6,Multiple,--,23.18840004,14.53800621,4.121,0.805249543,31.38111709
(BeLaNdSmEr)B6,Multiple,--,22.66480817,13.60968324,4.1204,0.695412959,25.56664169
(BeLaNdSmTm)B6,Multiple,--,22.5625958,13.58783784,4.119,0.736220132,25.57757982
(BeLaNdSmLu)B6,Multiple,--,24.02976906,13.56701883,4.1178,0.774285737,25.58772221
(BeLaNdEuTm)B6,Multiple,--,22.4985443,13.34033201,4.126,0.80951524,30.85775906
(BeLaNdEuLu)B6,Multiple,--,23.97323629,13.30928261,4.1248,0.850034678,30.85889287
(BeLaNdGdTb)B6,Multiple,--,21.97271875,14.55064535,4.119,0.677518533,25.41709856
(BeLaNdGdDy)B6,Multiple,--,21.97271875,13.44487422,4.1186,0.685473143,25.43687511
(BeLaNdGdHo)B6,Multiple,--,21.82270935,13.40226572,4.1178,0.702733822,25.47192396
(BeLaNdGdEr)B6,Multiple,--,21.67922832,13.36742309,4.1172,0.716798588,25.46747431
(BeLaNdGdTm)B6,Multiple,--,21.56275378,13.34033201,4.1158,0.753022557,25.47950854
(BeLaNdGdLu)B6,Multiple,--,23.17172967,13.30928261,4.1146,0.787469852,25.49062016
(BeLaNdTbDy)B6,Multiple,--,22.31507441,14.47746018,4.1174,0.704009656,25.44036102
(BeLaNdTbHo)B6,Multiple,--,22.17155819,14.45204596,4.1166,0.720056899,25.47525885
(BeLaNdTbEr)B6,Multiple,--,22.03484998,14.43404294,4.116,0.73322311,25.47082711
(BeLaNdTbTm)B6,Multiple,--,21.92438766,14.42340668,4.1146,0.767412147,25.48281361
(BeLaNdTbLu)B6,Multiple,--,23.47467451,14.42400304,4.1134,0.800205421,25.49388304
(BeLaNdDyHo)B6,Multiple,--,22.17155819,13.28282205,4.1162,0.726783977,25.49366479
(BeLaNdDyEr)B6,Multiple,--,22.03484998,13.24436331,4.1156,0.739643361,25.48932467
(BeLaNdDyTm)B6,Multiple,--,21.92438766,13.21368244,4.1142,0.773131473,25.50106704
(BeLaNdDyLu)B6,Multiple,--,23.47467451,13.17555935,4.113,0.805349123,25.51192068
(BeLaNdHoEr)B6,Multiple,--,21.8861355,13.19447929,4.1148,0.753832605,25.52239941
(BeLaNdHoTm)B6,Multiple,--,21.77332445,13.1619854,4.1134,0.785896787,25.53376471
(BeLaNdHoYb)B6,Multiple,--,21.67944049,14.45204596,4.1222,0.67949149,31.36916849
(BeLaNdHoLu)B6,Multiple,--,23.34672631,13.12026753,4.1122,0.816936119,25.54428493
(BeLaNdErTm)B6,Multiple,--,21.62873981,13.11806572,4.1128,0.796590481,25.52959404
(BeLaNdErYb)B6,Multiple,--,21.53261724,14.43404294,4.1216,0.696225841,31.36902206
(BeLaNdErLu)B6,Multiple,--,23.22607445,13.07272314,4.1116,0.826728371,25.54015383
(BeLaNdTmYb)B6,Multiple,--,21.41316088,14.42340668,4.1202,0.738307132,31.36956548
(BeLaNdTmLu)B6,Multiple,--,23.12970803,13.03293599,4.1102,0.853054119,25.55133912
(BeLaNdYbLu)B6,Multiple,--,23.05065831,14.42400304,4.119,0.777342668,31.37045645
(BeLaSmEuHo)B6,Multiple,--,22.43042331,13.06063323,4.125,0.747830655,30.85205649
(BeLaSmEuEr)B6,Multiple,--,22.29847863,13.02037649,4.1244,0.764359131,30.8522949
(BeLaSmEuTm)B6,Multiple,--,22.19223793,12.98800526,4.123,0.805735523,30.85181449
(BeLaSmEuLu)B6,Multiple,--,23.70102917,12.94683884,4.1218,0.843984522,30.85180495
(BeLaSmGdTb)B6,Multiple,--,21.65475783,14.28590375,4.116,0.654084302,25.52232577
(BeLaSmGdDy)B6,Multiple,--,21.65475783,13.10877843,4.1156,0.661257214,25.53983339
(BeLaSmGdHo)B6,Multiple,--,21.50079818,13.06063323,4.1148,0.677059596,25.57137855
(BeLaSmGdEr)B6,Multiple,--,21.35326205,13.02037649,4.1142,0.690120968,25.56734469
(BeLaSmGdTm)B6,Multiple,--,21.23324524,12.98800526,4.1128,0.72428974,25.57827079
(BeLaSmGdLu)B6,Multiple,--,22.87899884,12.94683884,4.1116,0.757268009,25.58840254
(BeLaSmTbDy)B6,Multiple,--,22.00677344,14.2024581,4.1144,0.677334764,25.54287301
(BeLaSmTbHo)B6,Multiple,--,21.85942847,14.17202738,4.1136,0.691966039,25.57426381
(BeLaSmTbEr)B6,Multiple,--,21.71878878,14.1490953,4.113,0.704158622,25.57024826
(BeLaSmTbTm)B6,Multiple,--,21.60489086,14.13362551,4.1116,0.736357213,25.58112558
(BeLaSmTbLu)B6,Multiple,--,23.19082209,14.12487102,4.1104,0.767733862,25.59121421
(BeLaSmDyHo)B6,Multiple,--,21.85942847,12.92949164,4.1132,0.697952616,25.59037049
(BeLaSmDyEr)B6,Multiple,--,21.71878878,12.88552619,4.1126,0.709846566,25.58644856
(BeLaSmDyTm)B6,Multiple,--,21.60489086,12.84947816,4.1112,0.741361284,25.5970764
(BeLaSmDyYb)B6,Multiple,--,21.51005923,14.2024581,4.12,0.645466801,31.36658273
(BeLaSmDyLu)B6,Multiple,--,23.19082209,12.80108346,4.11,0.772175533,25.6069445
(BeLaSmHoEr)B6,Multiple,--,21.56614762,12.82991737,4.1118,0.722667514,25.61597621
(BeLaSmHoTm)B6,Multiple,--,21.44985849,12.79201451,4.1104,0.752786283,25.62621875
(BeLaSmHoYb)B6,Multiple,--,21.35285548,14.17202738,4.1192,0.664734554,31.36159357
(BeLaSmHoLu)B6,Multiple,--,23.05935972,12.73994985,4.1092,0.782442771,25.63574617
(BeLaSmErTm)B6,Multiple,--,21.30119943,12.74246119,4.1098,0.762553702,25.62246996
(BeLaSmErYb)B6,Multiple,--,21.20191946,14.1490953,4.1186,0.680293432,31.36193217
(BeLaSmErLu)B6,Multiple,--,22.93509305,12.68669862,4.1086,0.791319466,25.63203783
(BeLaSmTmYb)B6,Multiple,--,21.07887076,14.13362551,4.1172,0.719919188,31.36118297
(BeLaSmTmLu)B6,Multiple,--,22.83556134,12.64135298,4.1072,0.815753471,25.64209645
(BeLaSmYbLu)B6,Multiple,--,22.75366641,14.12487102,4.116,0.757144847,31.36093104
(BeLaEuGdTb)B6,Multiple,--,21.58644744,14.088372,4.123,0.752583524,30.85969924
(BeLaEuGdDy)B6,Multiple,--,21.58644744,12.84122131,4.1226,0.760990625,30.85704172
(BeLaEuGdHo)B6,Multiple,--,21.43159097,12.78738671,4.1218,0.778993785,30.85691856
(BeLaEuGdEr)B6,Multiple,--,21.28313223,12.74152218,4.1212,0.793484187,30.85667689
(BeLaEuGdTm)B6,Multiple,--,21.16230778,12.70363691,4.1198,0.830321897,30.85747587
(BeLaEuGdLu)B6,Multiple,--,22.81637629,12.65176948,4.1186,0.8649441,30.85859752
(BeLaEuTbDy)B6,Multiple,--,21.94066006,13.99444771,4.1214,0.781363261,30.85615214
(BeLaEuTbHo)B6,Multiple,--,21.79244574,13.95883647,4.1206,0.798217159,30.85585255
(BeLaEuTbEr)B6,Multiple,--,21.65091142,13.93077536,4.12,0.811856015,30.85563181
(BeLaEuTbTm)B6,Multiple,--,21.53623002,13.91023691,4.1186,0.846759399,30.85637503
(BeLaEuTbLu)B6,Multiple,--,23.13022026,13.89155957,4.1174,0.879799226,30.85744738
(BeLaEuDyHo)B6,Multiple,--,21.79244574,12.64437533,4.1202,0.805464403,30.85159396
(BeLaEuDyEr)B6,Multiple,--,21.65091142,12.5947118,4.1196,0.818814546,30.85148022
(BeLaEuDyTm)B6,Multiple,--,21.53623002,12.55306483,4.1182,0.853057487,30.85193831
(BeLaEuDyYb)B6,Multiple,--,21.44069422,13.99444771,4.127,0.722545596,35.26294107
(BeLaEuDyLu)B6,Multiple,--,23.13022026,12.49381794,4.117,0.885552471,30.8527586
(BeLaEuHoEr)B6,Multiple,--,21.49737876,12.53323062,4.1188,0.833923341,30.84905161
(BeLaEuHoTm)B6,Multiple,--,21.38029654,12.48968823,4.1174,0.866830893,30.84906953
(BeLaEuHoYb)B6,Multiple,--,21.28258087,13.95883647,4.1262,0.744211472,35.22069417
(BeLaEuHoLu)B6,Multiple,--,22.99795942,12.42669854,4.1162,0.89821734,30.84950066
(BeLaEuErTm)B6,Multiple,--,21.2307105,12.43431379,4.1168,0.878155406,30.84915358
(BeLaEuErYb)B6,Multiple,--,21.13070917,13.93077536,4.1256,0.76136383,35.22547699
(BeLaEuErLu)B6,Multiple,--,22.87286957,12.36755583,4.1156,0.908698505,30.84963089
(BeLaEuTmYb)B6,Multiple,--,21.00684148,13.91023691,4.1242,0.804098481,35.21286968
(BeLaEuTmLu)B6,Multiple,--,22.77261548,12.31642715,4.1142,0.936259914,30.84943878
(BeLaEuYbLu)B6,Multiple,--,22.69006989,13.89155957,4.123,0.843404152,35.20209488
(BeLaGdTbDy)B6,Multiple,--,20.96977608,13.99444771,4.1112,0.682870875,25.44120173
(BeLaGdTbHo)B6,Multiple,--,20.80583801,13.95883647,4.1104,0.695234375,25.47606226
(BeLaGdTbEr)B6,Multiple,--,20.64799488,13.93077536,4.1098,0.705781455,25.47163495
(BeLaGdTbTm)B6,Multiple,--,20.51891881,13.91023691,4.1084,0.734353616,25.48360966
(BeLaGdTbYb)B6,Multiple,--,20.41035153,15.00533448,4.1172,0.65971383,31.37297556
(BeLaGdTbLu)B6,Multiple,--,22.2564609,13.89155957,4.1072,0.76288103,25.49466868
(BeLaGdDyHo)B6,Multiple,--,20.80583801,12.64437533,4.11,0.70012139,25.49444373
(BeLaGdDyEr)B6,Multiple,--,20.64799488,12.5947118,4.1094,0.710399325,25.49010805
(BeLaGdDyTm)B6,Multiple,--,20.51891881,12.55306483,4.108,0.738352039,25.50183858
(BeLaGdDyYb)B6,Multiple,--,20.41035153,13.99444771,4.1168,0.667247754,31.36981518
(BeLaGdDyLu)B6,Multiple,--,22.2564609,12.49381794,4.1068,0.766367078,25.51268174
(BeLaGdHoEr)B6,Multiple,--,20.47834954,12.53323062,4.1086,0.721130429,25.52314507
(BeLaGdHoTm)B6,Multiple,--,20.3467026,12.48968823,4.1072,0.747812771,25.53449844
(BeLaGdHoYb)B6,Multiple,--,20.23580477,13.95883647,4.116,0.683734076,31.36887047
(BeLaGdHoLu)B6,Multiple,--,22.1097031,12.42669854,4.106,0.774767351,25.5450081
(BeLaGdErTm)B6,Multiple,--,20.18023627,12.43431379,4.1066,0.756153852,25.53033224
(BeLaGdErYb)B6,Multiple,--,20.06689809,13.93077536,4.1154,0.697274731,31.3687292
(BeLaGdErLu)B6,Multiple,--,21.96954939,12.36755583,4.1054,0.782287709,25.5408815
(BeLaGdTmYb)B6,Multiple,--,19.92800537,13.91023691,4.114,0.732451102,31.36925887
(BeLaGdTmLu)B6,Multiple,--,21.85597218,12.31642715,4.104,0.803724293,25.55205481
(BeLaGdYbLu)B6,Multiple,--,21.76133962,13.89155957,4.1128,0.766175545,31.37013768
(BeLaTbDyHo)B6,Multiple,--,21.1893007,13.85437976,4.1088,0.70980242,25.49765517
(BeLaTbDyEr)B6,Multiple,--,21.03866232,13.82282513,4.1082,0.719357988,25.49333751
(BeLaTbDyTm)B6,Multiple,--,20.91597192,13.79881211,4.1068,0.745662493,25.50502002
(BeLaTbDyYb)B6,Multiple,--,20.81320771,14.94523514,4.1156,0.684421883,31.36882999
(BeLaTbDyLu)B6,Multiple,--,22.59088574,13.77326632,4.1056,0.772327404,25.51582074
(BeLaTbHoEr)B6,Multiple,--,20.87610157,13.78018771,4.1074,0.72918698,25.52622158
(BeLaTbHoTm)B6,Multiple,--,20.75091387,13.75441747,4.106,0.754285293,25.53752657
